Label,Content
spam,freemsg feelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my picTxt or reply DATE to 82242 Msg150p 2rcv hlp 08712317606 stop to 82242
ham,alright we re all set here text the man
ham,hi where are you we re at and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo don t mind do you
ham,sleeping nt feeling well
ham,U WILL SWITCH YOUR FONE ON DAMMIT PUNCT 
ham,india have to take lead 
ham,ill post her out l8r in class
ham,thts wat wright brother did to fly PUNCT 
ham,evening v good if somewhat event laden will fill you in don t you worry Û head ok but throat wrecked see you at six then
ham,if u laugh really loud PUNCT if u talk spontaneously PUNCT if u dont care what others feel PUNCT U are probably with your dear amp best friends PUNCT GOODEVENING dear PUNCT 
ham,ITS A LAPTOP TAKE IT WITH YOU
ham,I dont have any of your file in my bag PUNCT i was in work when you called mei ll tell you if i find anything in my room
ham,I wan but too early lei PUNCT me outside now wun b home so early PUNCT neva mind then PUNCT 
spam,for ur chance to win a å 250 cash every wk TXT ACTION to 80608 T s C s wwwmovietriviatv custcare 08712405022 1x150p wk
ham,I was at bugis juz now wat PUNCT but now i m walking home oredi PUNCT ÌÏ so late then reply PUNCT I oso saw a top dat i like but din buy PUNCT where r Ì now
ham,wishing you and your family merry X mas and HAPPY NEW year in advance PUNCT 
ham,at 7 we will go ok na
ham,yes I posted a couple of pics on fb there s still snow outside too I m just waking up 
ham,S if we have one good partnership going we will take lead 
spam,RGENT this is the 2nd attempt to contact UU have WON å 1250 CALL 09071512433 b4 050703 T CsBCM4235WC1N3XX callcost 150ppm mobilesvary maxå 7 50
ham,yeah where s your class at
ham,no just send to you bec you in temple na
ham,you aren t coming home between class right I need to work out and shower
spam,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx Callså 1 minMobsmoreLKPOBOX177HP51FL
ham,S but mostly not like that
ham,ÌÏ v ma fan PUNCT 
ham,dunno cos i was v late n when i reach they inside already PUNCT but we ate spageddies lor PUNCT it s e gals who r laughing at me lor PUNCT 
ham,guess who spent all last night phasing in and out of the fourth dimension
ham,so now my dad is gonna call after he gets out of work and ask all these crazy questions
ham,yes PUNCT but they said its IT 
ham,very hurting n meaningful lines ever I compromised everything for my love
ham,lmaonice 1
ham,glad to see your reply
spam,URGENT we are trying to contact U todays draw shows that you have won a å 800 prize GUARANTEED call 09050001295 from land line claim A21 valid 12hrs only
spam,monthly password for wap mobsicom is 391784 use your wap phone not PC
ham,nah dub but je still buff
ham,painful words I thought being happy was the most toughest thing on earth PUNCT but
ham,yeah that s fine it s å 6 to get in is that ok
ham,lol where do u come up with these ideas
ham,so many people seems to be special at first sight but only very few will remain special to you till your last sight PUNCT maintain them till life ends PUNCT shjas
ham,today is song dedicated day PUNCT which song will u dedicate for me send this to all ur valuable frnds but first rply me PUNCT 
ham,okay PUNCT we wait ah
ham,Y lei
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9 LOVE ME XXX
ham,already am squatting is the new way of walking
ham,do you want bold 2 or bb torch
ham,cramps stopped going back to sleep
spam,todays vodafone numbers ending with 0089 my last four digits are selected to received a å 350 award if your number matches please call 09063442151 to claim your å 350 award
spam,free top ringtone sub to weekly ringtone get 1st week free send SUBPOLY to 81618 3 per week stop sms 08718727870
ham,nan sonathaya soladha why boss
ham,bring tat cd don forget
spam,sunshine quiz wkly Q win a top sony DVD player if u know which country the algarve is in txt ansr to 82277 å 150 SP tyrone
ham,I don t know but I m raping dudes at poker
ham,weightloss no more girl friends make loads of money on ebay or something and give thanks to god
ham,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans
ham,ÌÏ eatin later but i m eatin wif my frens now lei PUNCT ÌÏ going home first
ham,finish already PUNCT yar they keep saying i mushy PUNCT I so embarrassed ok PUNCT 
ham,sorry man my stash ran dry last night and I can t pick up more until sunday
ham,hai priya are you right what doctor said pa where are you
spam,free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service
ham,ok PUNCT 
ham,please ask mummy to call father
ham,can come my room but cannot come my house cos my house still messy PUNCT haha PUNCT 
ham,I have lost 10 kilos as of today
ham,just taste fish curry P
ham,what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp don t worry
ham,yun ahnow Ì wkg wherebtw if Ì go nus sc ÌÏ wana specialise in wad
ham,yes I am a one woman man please tell me your likes and dislikes in bed PUNCT 
ham,was doing my test earlier I appreciate you will call you tomorrow
ham,how s my loverboy doing what does he do that keeps him from coming to his queen hmmm doesn t he ache to speak to me miss me desparately 
ham,U meet other fren dun wan meet me ah PUNCT muz b a guy rite PUNCT 
ham, no promises on when though haven t even gotten dinner yet 
ham,I got your back do you have any dislikes in bed
ham,o turns out i had stereo love on mi phone under the unknown album
spam,hard LIVE 121 chat just 60p min choose your girl and connect LIVE call 09094646899 now cheap chat UK s biggest live service VU BCM1896WC1N3XX
ham,yeah I don t see why not
ham,asking do u knw them or nt may be ur frnds or classmates
ham,sorry about earlier putting out firesAre you around to talk after 9 or do you actually have a life lol
spam,WOW the boys R back TAKE THAT 2007 UK tour win VIP tickets pre book with VIP club txt CLUB to 81303 trackmarque ltd info vipclub4u
ham,as in missionary hook up doggy hook up standing PUNCT 
ham,then u better go sleep PUNCT dun disturb u liao PUNCT U wake up then msg me lor PUNCT 
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose
ham,am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick
ham,thought praps you meant another one goodo I ll look tomorrow
ham,hi jon pete here ive bin 2 spain recently hav sum dinero left bill said u or ur åÔrents mayb interested in it I hav 12 000pes so around å 48 tb james
ham,there bold 2 lt gt is that yours
ham,you know there is I shall speak to you in lt gt minutes then
ham, ALRITE HUNNYWOT U UP 2 2NITE DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD JUS CHILLIN AT DA MO IN ME BEDROOMLOVE JEN XXX 
ham,I went to project centre
ham,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press 9 to copy your friends callertune
ham,lol yeah at this point I guess not
ham,doing project w frens lor
ham,lol well quality aint bad at all so i aint complaining
ham,K can that happen tonight
spam,hi this is mandy sullivan calling from HOTMIX FM PUNCT you are chosen to receive å 500000 in our easter prize draw PUNCT please telephone 09041940223 to claim before 29 03 05 or your prize will be transferred to someone else PUNCT 
ham,I think we re going to finn s now come
ham,why tired what special there you had
ham,I will come tomorrow di
ham,I cant pick the phone right now pls send a message
ham,K go and sleep well take rest 
ham,U guys never invite me anywhere 
spam,UR GOING 2 BAHAMAS callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofå 2000 CASH 18 only to opt out txt X to 07786200117
ham,I can do that I want to please you both inside and outside the bedroom PUNCT 
ham, EY CALM DOWNON THEACUSATIONS PUNCT ITXT U COS IWANA KNOW WOTU R DOIN AT THEW END PUNCT HAVENTCN U IN AGES PUNCT RING ME IF UR UP4 NETHING SATLOVE J XXX 
ham,I love to wine and dine my lady
spam,someone has conacted our dating service and entered your phone because they fancy youTo find out who it is call from landline 09111030116 PoBox12n146tf15
ham,IåÕm cool ta luv but vtired 2 cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care spk sn x
ham,I don know account details PUNCT i will ask my mom and send youmy mom is out of reach now
ham,I think u have the wrong number
ham,feel yourself that you are always happy PUNCT slowly it becomes your habit amp finally it becomes part of your life PUNCT follow it PUNCT happy morning amp have A happy day 
ham,DO NOT B LATE LOVE MUM
ham,got it PUNCT mail panren paru PUNCT 
ham, was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,give one miss from that number please
ham,jus came back fr lunch wif my sis only U leh
ham,how is your schedule next week I am out of town this weekend
ham,really good dhanush rocks once again 
ham,lmao ok I wont be needing u to do my hair anymore
ham,miss ya need ya want ya love ya
ham,sorry i m not free PUNCT 
ham,do u ever get a song stuck in your head for no reason and it won t go away til u listen to it like 5 times
ham,nt yet chikku PUNCT simple habba PUNCT hw abt u
ham,got ur mail dileepthank you so muchand look forward to lots of support PUNCT very less contacts here remember one venugopal you mentionedtomorrow if not late i shall try to come up till theregoodnight dear
ham,sometimes heart remembrs someone very much PUNCT forgets someone soon PUNCT bcoz heart will not like everyone but liked ones will be remembered everytime PUNCT BSLVYL
ham,joy s father is john then john is the NAME of joy s father mandan
spam,hi 07734396839 IBH customer loyalty offer the NEW NOKIA6600 mobile from ONLY å 10 at txtauctiontxt word START to no 81151 get yours Now4T 
ham,hi this is yijue PUNCT it s regarding the 3230 textbook it s intro to algorithms second edition PUNCT I m selling it for 50 PUNCT 
spam,SMS AUCTION you have won a nokia 7250i this is what you get when you win our FREE auction to take part send nokia to 86021 now HG Suite342 2Lands row W1JHL 16 
ham,K want us to come by now
ham,how its a little difficult but its a simple way to enter this place
